trace_number,ffid,sx,sy,gx,gy
1630,9,5306.666,0,2750,0
1631,9,5306.666,0,2800,0
1632,9,5306.666,0,2850,0
1633,9,5306.666,0,2900,0
1634,9,5306.666,0,2950,0
1635,9,5306.666,0,3000,0
1636,9,5306.666,0,3050,0
1637,9,5306.666,0,3100,0
1638,9,5306.666,0,3150,0
1639,9,5306.666,0,3200,0
1640,9,5306.666,0,3250,0
1641,9,5306.666,0,3300,0
1642,9,5306.666,0,3350,0
1643,9,5306.666,0,3400,0
1644,9,5306.666,0,3450,0
1645,9,5306.666,0,3500,0
1646,9,5306.666,0,3550,0
1647,9,5306.666,0,3600,0
1648,9,5306.666,0,3650,0
1649,9,5306.666,0,3700,0
1650,9,5306.666,0,3750,0
1651,9,5306.666,0,3800,0
1652,9,5306.666,0,3850,0
1653,9,5306.666,0,3900,0
1654,9,5306.666,0,3950,0
1655,9,5306.666,0,4000,0
1656,9,5306.666,0,4050,0
1657,9,5306.666,0,4100,0
1658,9,5306.666,0,4150,0
1659,9,5306.666,0,4200,0
1660,9,5306.666,0,4250,0
1661,9,5306.666,0,4300,0
1662,9,5306.666,0,4350,0
1663,9,5306.666,0,4400,0
1664,9,5306.666,0,4450,0
1665,9,5306.666,0,4500,0
1666,9,5306.666,0,4550,0
1667,9,5306.666,0,4600,0
1668,9,5306.666,0,4650,0
1669,9,5306.666,0,4700,0
1670,9,5306.666,0,4750,0
1671,9,5306.666,0,4800,0
1672,9,5306.666,0,4850,0
1673,9,5306.666,0,4900,0
1674,9,5306.666,0,4950,0
1675,9,5306.666,0,5000,0
1676,9,5306.666,0,5050,0
1677,9,5306.666,0,5100,0
1678,9,5306.666,0,5150,0
1679,9,5306.666,0,5200,0
1680,9,5306.666,0,5250,0
1681,9,5306.666,0,5300,0
1682,9,5306.666,0,5350,0
1683,9,5306.666,0,5400,0
1684,9,5306.666,0,5450,0
1685,9,5306.666,0,5500,0
1686,9,5306.666,0,5550,0
1687,9,5306.666,0,5600,0
1688,9,5306.666,0,5650,0
1689,9,5306.666,0,5700,0
1690,9,5306.666,0,5750,0
1691,9,5306.666,0,5800,0
1692,9,5306.666,0,5850,0
1693,9,5306.666,0,5900,0
1694,9,5306.666,0,5950,0
1695,9,5306.666,0,6000,0
1696,9,5306.666,0,6050,0
1697,9,5306.666,0,6100,0
1698,9,5306.666,0,6150,0
1699,9,5306.666,0,6200,0
1700,9,5306.666,0,6250,0
1701,9,5306.666,0,6300,0
1702,9,5306.666,0,6350,0
1703,9,5306.666,0,6400,0
1704,9,5306.666,0,6450,0
1705,9,5306.666,0,6500,0
1706,9,5306.666,0,6550,0
1707,9,5306.666,0,6600,0
1708,9,5306.666,0,6650,0
1709,9,5306.666,0,6700,0
1710,9,5306.666,0,6750,0
1711,9,5306.666,0,6800,0
1712,9,5306.666,0,6850,0
1713,9,5306.666,0,6900,0
1714,9,5306.666,0,6950,0
1715,9,5306.666,0,7000,0
1716,9,5306.666,0,7050,0
1717,9,5306.666,0,7100,0
1718,9,5306.666,0,7150,0
1719,9,5306.666,0,7200,0
1720,9,5306.666,0,7250,0
1721,9,5306.666,0,7300,0
1722,9,5306.666,0,7350,0
1723,9,5306.666,0,7400,0
1724,9,5306.666,0,7450,0
1725,9,5306.666,0,7500,0
1726,9,5306.666,0,7550,0
1727,9,5306.666,0,7600,0
1728,9,5306.666,0,7650,0
1729,9,5306.666,0,7700,0
1730,9,5306.666,0,7750,0
1731,9,5306.666,0,7800,0
1732,9,5306.666,0,7850,0
1733,9,5306.666,0,7900,0
1734,9,5306.666,0,7950,0
1735,9,5306.666,0,8000,0
1736,9,5306.666,0,8050,0
1737,9,5306.666,0,8100,0
1738,9,5306.666,0,8150,0
1739,9,5306.666,0,8200,0
1740,9,5306.666,0,8250,0
1741,9,5306.666,0,8300,0
1742,9,5306.666,0,8350,0
1743,9,5306.666,0,8400,0
1744,9,5306.666,0,8450,0
1745,9,5306.666,0,8500,0
1746,9,5306.666,0,8550,0
1747,9,5306.666,0,8600,0
1748,9,5306.666,0,8650,0
1749,9,5306.666,0,8700,0
1750,9,5306.666,0,8750,0
1751,9,5306.666,0,8800,0
1752,9,5306.666,0,8850,0
1753,9,5306.666,0,8900,0
1754,9,5306.666,0,8950,0
1755,9,5306.666,0,9000,0
1756,9,5306.666,0,9050,0
1757,9,5306.666,0,9100,0
1758,9,5306.666,0,9150,0
1759,9,5306.666,0,9200,0
1760,9,5306.666,0,9250,0
1761,9,5306.666,0,9300,0
1762,9,5306.666,0,9350,0
1763,9,5306.666,0,9400,0
1764,9,5306.666,0,9450,0
1765,9,5306.666,0,9500,0
1766,9,5306.666,0,9550,0
1767,9,5306.666,0,9600,0
1768,9,5306.666,0,9650,0
1769,9,5306.666,0,9700,0
1770,9,5306.666,0,9750,0
1771,9,5306.666,0,9800,0
1772,9,5306.666,0,9850,0
1773,9,5306.666,0,9900,0
1774,10,5920,0,100,0
1775,10,5920,0,150,0
1776,10,5920,0,200,0
1777,10,5920,0,250,0
1778,10,5920,0,300,0
1779,10,5920,0,350,0
1780,10,5920,0,400,0
1781,10,5920,0,450,0
1782,10,5920,0,500,0
1783,10,5920,0,550,0
1784,10,5920,0,600,0
1785,10,5920,0,650,0
1786,10,5920,0,700,0
1787,10,5920,0,750,0
1788,10,5920,0,800,0
1789,10,5920,0,850,0
1790,10,5920,0,900,0
1791,10,5920,0,950,0
1792,10,5920,0,1000,0
1793,10,5920,0,1050,0
1794,10,5920,0,1100,0
1795,10,5920,0,1150,0
1796,10,5920,0,1200,0
1797,10,5920,0,1250,0
1798,10,5920,0,1300,0
1799,10,5920,0,1350,0
1800,10,5920,0,1400,0
1801,10,5920,0,1450,0
1802,10,5920,0,1500,0
1803,10,5920,0,1550,0
1804,10,5920,0,1600,0
1805,10,5920,0,1650,0
1806,10,5920,0,1700,0
1807,10,5920,0,1750,0
1808,10,5920,0,1800,0
1809,10,5920,0,1850,0
1810,10,5920,0,1900,0
1811,10,5920,0,1950,0
1812,10,5920,0,2000,0
1813,10,5920,0,2050,0
1814,10,5920,0,2100,0
1815,10,5920,0,2150,0
1816,10,5920,0,2200,0
1817,10,5920,0,2250,0
1818,10,5920,0,2300,0
1819,10,5920,0,2350,0
1820,10,5920,0,2400,0
1821,10,5920,0,2450,0
1822,10,5920,0,2500,0
1823,10,5920,0,2550,0
1824,10,5920,0,2600,0
1825,10,5920,0,2650,0
1826,10,5920,0,2700,0
1827,10,5920,0,2750,0
1828,10,5920,0,2800,0
1829,10,5920,0,2850,0
1830,10,5920,0,2900,0
1831,10,5920,0,2950,0
1832,10,5920,0,3000,0
1833,10,5920,0,3050,0
1834,10,5920,0,3100,0
1835,10,5920,0,3150,0
1836,10,5920,0,3200,0
1837,10,5920,0,3250,0
1838,10,5920,0,3300,0
1839,10,5920,0,3350,0
1840,10,5920,0,3400,0
1841,10,5920,0,3450,0
1842,10,5920,0,3500,0
1843,10,5920,0,3550,0
1844,10,5920,0,3600,0
1845,10,5920,0,3650,0
1846,10,5920,0,3700,0
1847,10,5920,0,3750,0
1848,10,5920,0,3800,0
1849,10,5920,0,3850,0
1850,10,5920,0,3900,0
1851,10,5920,0,3950,0
1852,10,5920,0,4000,0
1853,10,5920,0,4050,0
1854,10,5920,0,4100,0
1855,10,5920,0,4150,0
1856,10,5920,0,4200,0
1857,10,5920,0,4250,0
1858,10,5920,0,4300,0
1859,10,5920,0,4350,0
1860,10,5920,0,4400,0
1861,10,5920,0,4450,0
1862,10,5920,0,4500,0
1863,10,5920,0,4550,0
1864,10,5920,0,4600,0
1865,10,5920,0,4650,0
1866,10,5920,0,4700,0
1867,10,5920,0,4750,0
1868,10,5920,0,4800,0
1869,10,5920,0,4850,0
1870,10,5920,0,4900,0
1871,10,5920,0,4950,0
1872,10,5920,0,5000,0
1873,10,5920,0,5050,0
1874,10,5920,0,5100,0
1875,10,5920,0,5150,0
1876,10,5920,0,5200,0
1877,10,5920,0,5250,0
1878,10,5920,0,5300,0
1879,10,5920,0,5350,0
1880,10,5920,0,5400,0
1881,10,5920,0,5450,0
1882,10,5920,0,5500,0
1883,10,5920,0,5550,0
1884,10,5920,0,5600,0
1885,10,5920,0,5650,0
1886,10,5920,0,5700,0
1887,10,5920,0,5750,0
1888,10,5920,0,5800,0
1889,10,5920,0,5850,0
1890,10,5920,0,5900,0
1891,10,5920,0,5950,0
1892,10,5920,0,6000,0
1893,10,5920,0,6050,0
1894,10,5920,0,6100,0
1895,10,5920,0,6150,0
1896,10,5920,0,6200,0
1897,10,5920,0,6250,0
1898,10,5920,0,6300,0
1899,10,5920,0,6350,0
1900,10,5920,0,6400,0
1901,10,5920,0,6450,0
1902,10,5920,0,6500,0
1903,10,5920,0,6550,0
1904,10,5920,0,6600,0
1905,10,5920,0,6650,0
1906,10,5920,0,6700,0
1907,10,5920,0,6750,0
1908,10,5920,0,6800,0
1909,10,5920,0,6850,0
1910,10,5920,0,6900,0
1911,10,5920,0,6950,0
1912,10,5920,0,7000,0
1913,10,5920,0,7050,0
1914,10,5920,0,7100,0
1915,10,5920,0,7150,0
1916,10,5920,0,7200,0
1917,10,5920,0,7250,0
1918,10,5920,0,7300,0
1919,10,5920,0,7350,0
1920,10,5920,0,7400,0
1921,10,5920,0,7450,0
1922,10,5920,0,7500,0
1923,10,5920,0,7550,0
1924,10,5920,0,7600,0
1925,10,5920,0,7650,0
1926,10,5920,0,7700,0
1927,10,5920,0,7750,0
1928,10,5920,0,7800,0
1929,10,5920,0,7850,0
1930,10,5920,0,7900,0
1931,10,5920,0,7950,0
1932,10,5920,0,8000,0
1933,10,5920,0,8050,0
1934,10,5920,0,8100,0
1935,10,5920,0,8150,0
1936,10,5920,0,8200,0
1937,10,5920,0,8250,0
1938,10,5920,0,8300,0
1939,10,5920,0,8350,0
1940,10,5920,0,8400,0
1941,10,5920,0,8450,0
1942,10,5920,0,8500,0
1943,10,5920,0,8550,0
1944,10,5920,0,8600,0
1945,10,5920,0,8650,0
1946,10,5920,0,8700,0
1947,10,5920,0,8750,0
1948,10,5920,0,8800,0
1949,10,5920,0,8850,0
1950,10,5920,0,8900,0
1951,10,5920,0,8950,0
1952,10,5920,0,9000,0
1953,10,5920,0,9050,0
1954,10,5920,0,9100,0
1955,10,5920,0,9150,0
1956,10,5920,0,9200,0
1957,10,5920,0,9250,0
1958,10,5920,0,9300,0
1959,10,5920,0,9350,0
1960,10,5920,0,9400,0
1961,10,5920,0,9450,0
1962,10,5920,0,9500,0
1963,10,5920,0,9550,0
1964,10,5920,0,9600,0
1965,10,5920,0,9650,0
1966,10,5920,0,9700,0
1967,10,5920,0,9750,0
1968,10,5920,0,9800,0
1969,10,5920,0,9850,0
1970,10,5920,0,9900,0
1971,11,6533.334,0,100,0
1972,11,6533.334,0,150,0
1973,11,6533.334,0,200,0
1974,11,6533.334,0,250,0
1975,11,6533.334,0,300,0
1976,11,6533.334,0,350,0
1977,11,6533.334,0,400,0
1978,11,6533.334,0,450,0
1979,11,6533.334,0,500,0
1980,11,6533.334,0,550,0
1981,11,6533.334,0,600,0
1982,11,6533.334,0,650,0
1983,11,6533.334,0,700,0
1984,11,6533.334,0,750,0
1985,11,6533.334,0,800,0
1986,11,6533.334,0,850,0
1987,11,6533.334,0,900,0
1988,11,6533.334,0,950,0
1989,11,6533.334,0,1000,0
1990,11,6533.334,0,1050,0
1991,11,6533.334,0,1100,0
1992,11,6533.334,0,1150,0
1993,11,6533.334,0,1200,0
1994,11,6533.334,0,1250,0
1995,11,6533.334,0,1300,0
1996,11,6533.334,0,1350,0
1997,11,6533.334,0,1400,0
1998,11,6533.334,0,1450,0
1999,11,6533.334,0,1500,0
2000,11,6533.334,0,1550,0
2001,11,6533.334,0,1600,0
2002,11,6533.334,0,1650,0
2003,11,6533.334,0,1700,0
2004,11,6533.334,0,1750,0
2005,11,6533.334,0,1800,0
2006,11,6533.334,0,1850,0
2007,11,6533.334,0,1900,0
2008,11,6533.334,0,1950,0
2009,11,6533.334,0,2000,0
2010,11,6533.334,0,2050,0
2011,11,6533.334,0,2100,0
2012,11,6533.334,0,2150,0
2013,11,6533.334,0,2200,0
2014,11,6533.334,0,2250,0
2015,11,6533.334,0,2300,0
2016,11,6533.334,0,2350,0
2017,11,6533.334,0,2400,0
2018,11,6533.334,0,2450,0
2019,11,6533.334,0,2500,0
2020,11,6533.334,0,2550,0
2021,11,6533.334,0,2600,0
2022,11,6533.334,0,2650,0
2023,11,6533.334,0,2700,0
2024,11,6533.334,0,2750,0
2025,11,6533.334,0,2800,0
2026,11,6533.334,0,2850,0
2027,11,6533.334,0,2900,0
2028,11,6533.334,0,2950,0
2029,11,6533.334,0,3000,0
2030,11,6533.334,0,3050,0
2031,11,6533.334,0,3100,0
2032,11,6533.334,0,3150,0
2033,11,6533.334,0,3200,0
2034,11,6533.334,0,3250,0
2035,11,6533.334,0,3300,0
2036,11,6533.334,0,3350,0
2037,11,6533.334,0,3400,0
2038,11,6533.334,0,3450,0
2039,11,6533.334,0,3500,0
2040,11,6533.334,0,3550,0
2041,11,6533.334,0,3600,0
2042,11,6533.334,0,3650,0
2043,11,6533.334,0,3700,0
2044,11,6533.334,0,3750,0
2045,11,6533.334,0,3800,0
2046,11,6533.334,0,3850,0
2047,11,6533.334,0,3900,0
2048,11,6533.334,0,3950,0
2049,11,6533.334,0,4000,0
2050,11,6533.334,0,4050,0
2051,11,6533.334,0,4100,0
2052,11,6533.334,0,4150,0
2053,11,6533.334,0,4200,0
2054,11,6533.334,0,4250,0
2055,11,6533.334,0,4300,0
2056,11,6533.334,0,4350,0
2057,11,6533.334,0,4400,0
2058,11,6533.334,0,4450,0
2059,11,6533.334,0,4500,0
2060,11,6533.334,0,4550,0
2061,11,6533.334,0,4600,0
2062,11,6533.334,0,4650,0
2063,11,6533.334,0,4700,0
2064,11,6533.334,0,4750,0
2065,11,6533.334,0,4800,0
2066,11,6533.334,0,4850,0
2067,11,6533.334,0,4900,0
2068,11,6533.334,0,4950,0
2069,11,6533.334,0,5000,0
2070,11,6533.334,0,5050,0
2071,11,6533.334,0,5100,0
2072,11,6533.334,0,5150,0
2073,11,6533.334,0,5200,0
2074,11,6533.334,0,5250,0
2075,11,6533.334,0,5300,0
2076,11,6533.334,0,5350,0
2077,11,6533.334,0,5400,0
2078,11,6533.334,0,5450,0
2079,11,6533.334,0,5500,0
2080,11,6533.334,0,5550,0
2081,11,6533.334,0,5600,0
2082,11,6533.334,0,5650,0
2083,11,6533.334,0,5700,0
2084,11,6533.334,0,5750,0
2085,11,6533.334,0,5800,0
2086,11,6533.334,0,5850,0
2087,11,6533.334,0,5900,0
2088,11,6533.334,0,5950,0
2089,11,6533.334,0,6000,0
2090,11,6533.334,0,6050,0
2091,11,6533.334,0,6100,0
2092,11,6533.334,0,6150,0
2093,11,6533.334,0,6200,0
2094,11,6533.334,0,6250,0
2095,11,6533.334,0,6300,0
2096,11,6533.334,0,6350,0
2097,11,6533.334,0,6400,0
2098,11,6533.334,0,6450,0
2099,11,6533.334,0,6500,0
2100,11,6533.334,0,6550,0
2101,11,6533.334,0,6600,0
2102,11,6533.334,0,6650,0
2103,11,6533.334,0,6700,0
2104,11,6533.334,0,6750,0
2105,11,6533.334,0,6800,0
2106,11,6533.334,0,6850,0
2107,11,6533.334,0,6900,0
2108,11,6533.334,0,6950,0
2109,11,6533.334,0,7000,0
2110,11,6533.334,0,7050,0
2111,11,6533.334,0,7100,0
2112,11,6533.334,0,7150,0
2113,11,6533.334,0,7200,0
2114,11,6533.334,0,7250,0
2115,11,6533.334,0,7300,0
2116,11,6533.334,0,7350,0
2117,11,6533.334,0,7400,0
2118,11,6533.334,0,7450,0
2119,11,6533.334,0,7500,0
2120,11,6533.334,0,7550,0
2121,11,6533.334,0,7600,0
2122,11,6533.334,0,7650,0
2123,11,6533.334,0,7700,0
2124,11,6533.334,0,7750,0
2125,11,6533.334,0,7800,0
2126,11,6533.334,0,7850,0
2127,11,6533.334,0,7900,0
2128,11,6533.334,0,7950,0
2129,11,6533.334,0,8000,0
2130,11,6533.334,0,8050,0
2131,11,6533.334,0,8100,0
2132,11,6533.334,0,8150,0
2133,11,6533.334,0,8200,0
2134,11,6533.334,0,8250,0
2135,11,6533.334,0,8300,0
2136,11,6533.334,0,8350,0
2137,11,6533.334,0,8400,0
2138,11,6533.334,0,8450,0
2139,11,6533.334,0,8500,0
2140,11,6533.334,0,8550,0
2141,11,6533.334,0,8600,0
2142,11,6533.334,0,8650,0
2143,11,6533.334,0,8700,0
2144,11,6533.334,0,8750,0
2145,11,6533.334,0,8800,0
2146,11,6533.334,0,8850,0
2147,11,6533.334,0,8900,0
2148,11,6533.334,0,8950,0
2149,11,6533.334,0,9000,0
2150,11,6533.334,0,9050,0
2151,11,6533.334,0,9100,0
2152,11,6533.334,0,9150,0
2153,11,6533.334,0,9200,0
2154,11,6533.334,0,9250,0
2155,11,6533.334,0,9300,0
2156,11,6533.334,0,9350,0
2157,11,6533.334,0,9400,0
2158,11,6533.334,0,9450,0
2159,11,6533.334,0,9500,0
2160,11,6533.334,0,9550,0
2161,11,6533.334,0,9600,0
2162,11,6533.334,0,9650,0
2163,11,6533.334,0,9700,0
2164,11,6533.334,0,9750,0
2165,11,6533.334,0,9800,0
2166,11,6533.334,0,9850,0
2167,11,6533.334,0,9900,0
2168,12,7146.666,0,100,0
2169,12,7146.666,0,150,0
2170,12,7146.666,0,200,0
2171,12,7146.666,0,250,0
2172,12,7146.666,0,300,0
2173,12,7146.666,0,350,0
2174,12,7146.666,0,400,0
2175,12,7146.666,0,450,0
2176,12,7146.666,0,500,0
2177,12,7146.666,0,550,0
2178,12,7146.666,0,600,0
2179,12,7146.666,0,650,0
2180,12,7146.666,0,700,0
2181,12,7146.666,0,750,0
2182,12,7146.666,0,800,0
2183,12,7146.666,0,850,0
2184,12,7146.666,0,900,0
2185,12,7146.666,0,950,0
2186,12,7146.666,0,1000,0
2187,12,7146.666,0,1050,0
2188,12,7146.666,0,1100,0
2189,12,7146.666,0,1150,0
2190,12,7146.666,0,1200,0
2191,12,7146.666,0,1250,0
2192,12,7146.666,0,1300,0
2193,12,7146.666,0,1350,0
2194,12,7146.666,0,1400,0
2195,12,7146.666,0,1450,0
2196,12,7146.666,0,1500,0
2197,12,7146.666,0,1550,0
2198,12,7146.666,0,1600,0
2199,12,7146.666,0,1650,0
2200,12,7146.666,0,1700,0
2201,12,7146.666,0,1750,0
2202,12,7146.666,0,1800,0
2203,12,7146.666,0,1850,0
2204,12,7146.666,0,1900,0
2205,12,7146.666,0,1950,0
2206,12,7146.666,0,2000,0
2207,12,7146.666,0,2050,0
2208,12,7146.666,0,2100,0
2209,12,7146.666,0,2150,0
2210,12,7146.666,0,2200,0
2211,12,7146.666,0,2250,0
2212,12,7146.666,0,2300,0
2213,12,7146.666,0,2350,0
2214,12,7146.666,0,2400,0
2215,12,7146.666,0,2450,0
2216,12,7146.666,0,2500,0
2217,12,7146.666,0,2550,0
2218,12,7146.666,0,2600,0
2219,12,7146.666,0,2650,0
2220,12,7146.666,0,2700,0
2221,12,7146.666,0,2750,0
2222,12,7146.666,0,2800,0
2223,12,7146.666,0,2850,0
2224,12,7146.666,0,2900,0
2225,12,7146.666,0,2950,0
2226,12,7146.666,0,3000,0
2227,12,7146.666,0,3050,0
2228,12,7146.666,0,3100,0
2229,12,7146.666,0,3150,0
2230,12,7146.666,0,3200,0
2231,12,7146.666,0,3250,0
2232,12,7146.666,0,3300,0
2233,12,7146.666,0,3350,0
2234,12,7146.666,0,3400,0
2235,12,7146.666,0,3450,0
2236,12,7146.666,0,3500,0
2237,12,7146.666,0,3550,0
2238,12,7146.666,0,3600,0
2239,12,7146.666,0,3650,0
2240,12,7146.666,0,3700,0
2241,12,7146.666,0,3750,0
2242,12,7146.666,0,3800,0
2243,12,7146.666,0,3850,0
2244,12,7146.666,0,3900,0
2245,12,7146.666,0,3950,0
2246,12,7146.666,0,4000,0
2247,12,7146.666,0,4050,0
2248,12,7146.666,0,4100,0
2249,12,7146.666,0,4150,0
2250,12,7146.666,0,4200,0
2251,12,7146.666,0,4250,0
2252,12,7146.666,0,4300,0
2253,12,7146.666,0,4350,0
2254,12,7146.666,0,4400,0
2255,12,7146.666,0,4450,0
2256,12,7146.666,0,4500,0
2257,12,7146.666,0,4550,0
2258,12,7146.666,0,4600,0
2259,12,7146.666,0,4650,0
2260,12,7146.666,0,4700,0
2261,12,7146.666,0,4750,0
2262,12,7146.666,0,4800,0
2263,12,7146.666,0,4850,0
2264,12,7146.666,0,4900,0
2265,12,7146.666,0,4950,0
2266,12,7146.666,0,5000,0
2267,12,7146.666,0,5050,0
2268,12,7146.666,0,5100,0
2269,12,7146.666,0,5150,0
2270,12,7146.666,0,5200,0
2271,12,7146.666,0,5250,0
2272,12,7146.666,0,5300,0
2273,12,7146.666,0,5350,0
2274,12,7146.666,0,5400,0
2275,12,7146.666,0,5450,0
2276,12,7146.666,0,5500,0
2277,12,7146.666,0,5550,0
2278,12,7146.666,0,5600,0
2279,12,7146.666,0,5650,0
2280,12,7146.666,0,5700,0
2281,12,7146.666,0,5750,0
2282,12,7146.666,0,5800,0
2283,12,7146.666,0,5850,0
2284,12,7146.666,0,5900,0
2285,12,7146.666,0,5950,0
2286,12,7146.666,0,6000,0
2287,12,7146.666,0,6050,0
2288,12,7146.666,0,6100,0
2289,12,7146.666,0,6150,0
2290,12,7146.666,0,6200,0
2291,12,7146.666,0,6250,0
2292,12,7146.666,0,6300,0
2293,12,7146.666,0,6350,0
2294,12,7146.666,0,6400,0
2295,12,7146.666,0,6450,0
2296,12,7146.666,0,6500,0
2297,12,7146.666,0,6550,0
2298,12,7146.666,0,6600,0
2299,12,7146.666,0,6650,0
2300,12,7146.666,0,6700,0
2301,12,7146.666,0,6750,0
2302,12,7146.666,0,6800,0
2303,12,7146.666,0,6850,0
2304,12,7146.666,0,6900,0
2305,12,7146.666,0,6950,0
2306,12,7146.666,0,7000,0
2307,12,7146.666,0,7050,0
2308,12,7146.666,0,7100,0
2309,12,7146.666,0,7150,0
2310,12,7146.666,0,7200,0
2311,12,7146.666,0,7250,0
2312,12,7146.666,0,7300,0
2313,12,7146.666,0,7350,0
2314,12,7146.666,0,7400,0
2315,12,7146.666,0,7450,0
2316,12,7146.666,0,7500,0
2317,12,7146.666,0,7550,0
2318,12,7146.666,0,7600,0
2319,12,7146.666,0,7650,0
2320,12,7146.666,0,7700,0
2321,12,7146.666,0,7750,0
2322,12,7146.666,0,7800,0
2323,12,7146.666,0,7850,0
2324,12,7146.666,0,7900,0
2325,12,7146.666,0,7950,0
2326,12,7146.666,0,8000,0
2327,12,7146.666,0,8050,0
2328,12,7146.666,0,8100,0
2329,12,7146.666,0,8150,0
2330,12,7146.666,0,8200,0
2331,12,7146.666,0,8250,0
2332,12,7146.666,0,8300,0
2333,12,7146.666,0,8350,0
2334,12,7146.666,0,8400,0
2335,12,7146.666,0,8450,0
2336,12,7146.666,0,8500,0
2337,12,7146.666,0,8550,0
2338,12,7146.666,0,8600,0
2339,12,7146.666,0,8650,0
2340,12,7146.666,0,8700,0
2341,12,7146.666,0,8750,0
2342,12,7146.666,0,8800,0
2343,12,7146.666,0,8850,0
2344,12,7146.666,0,8900,0
2345,12,7146.666,0,8950,0
2346,12,7146.666,0,9000,0
2347,12,7146.666,0,9050,0
2348,12,7146.666,0,9100,0
2349,12,7146.666,0,9150,0
2350,12,7146.666,0,9200,0
2351,12,7146.666,0,9250,0
2352,12,7146.666,0,9300,0
2353,12,7146.666,0,9350,0
2354,12,7146.666,0,9400,0
2355,12,7146.666,0,9450,0
2356,12,7146.666,0,9500,0
2357,12,7146.666,0,9550,0
2358,12,7146.666,0,9600,0
2359,12,7146.666,0,9650,0
2360,12,7146.666,0,9700,0
2361,12,7146.666,0,9750,0
2362,12,7146.666,0,9800,0
2363,12,7146.666,0,9850,0
2364,12,7146.666,0,9900,0
2365,13,7760,0,100,0
2366,13,7760,0,150,0
2367,13,7760,0,200,0
2368,13,7760,0,250,0
2369,13,7760,0,300,0
2370,13,7760,0,350,0
2371,13,7760,0,400,0
2372,13,7760,0,450,0
2373,13,7760,0,500,0
2374,13,7760,0,550,0
2375,13,7760,0,600,0
2376,13,7760,0,650,0
2377,13,7760,0,700,0
2378,13,7760,0,750,0
2379,13,7760,0,800,0
2380,13,7760,0,850,0
2381,13,7760,0,900,0
